avg score	scores	id	question	answer	response
a	['a', 'a', 'b', 'a', 'a']	69	who was at the wattchtower ?	the duke and alberic	guard	[('a', 'A3BAOQ3YJGTXM6', 35), ('a', 'A23HZ18KTCK2DA', 2055), ('b', 'A250TNE6XDKH4N', 1069), ('a', 'AZIAQJWXTSFUX', 60), ('a', 'A9KV8Q3VJY3Q5', 67)]
a	['e', 'b', 'a', 'a', 'a']	11	what connect childhood and adulthood ?	adolescence	preparation of children for adult roles	[('e', 'A9KV8Q3VJY3Q5', 48), ('b', 'A3BAOQ3YJGTXM6', 123), ('a', 'A23HZ18KTCK2DA', 1998), ('a', 'A31CNXHGR49DJR', 98), ('a', 'AZ4IFIU17NQ10', 164)]
a	['a', 'b', 'e', 'b', 'a']	80	what was the sun doing ?	rising	fishing	[('a', 'A9KV8Q3VJY3Q5', 294), ('b', 'A250TNE6XDKH4N', 230), ('e', 'A2MDXIIXH2UNRH', 141), ('b', 'A3BAOQ3YJGTXM6', 109), ('a', 'A23HZ18KTCK2DA', 2467)]
a	['a', 'b', 'a', 'a', 'b']	81	how many students ar named ?	four	unknown	[('a', 'A3BAOQ3YJGTXM6', 556), ('b', 'A1UBP7QDOJJPUO', 35), ('a', 'A9KV8Q3VJY3Q5', 67), ('a', 'A23HZ18KTCK2DA', 650), ('b', 'A250TNE6XDKH4N', 186)]
a	['a', 'a', 'a', 'a', 'a']	30	what does he think of her as ?	a sister	silly boy	[('a', 'A23HZ18KTCK2DA', 2035), ('a', 'AZIAQJWXTSFUX', 57), ('a', 'A3BAOQ3YJGTXM6', 57), ('a', 'A9KV8Q3VJY3Q5', 58), ('a', 'A250TNE6XDKH4N', 642)]
a	['d', 'a', 'a', 'a', 'a']	60	what 'd they use ?	a melon	wooden bat	[('d', 'A1UBP7QDOJJPUO', 50), ('a', 'A2WP04RFZ9STGJ', 90), ('a', 'A9KV8Q3VJY3Q5', 71), ('a', 'A3BAOQ3YJGTXM6', 91), ('a', 'A23HZ18KTCK2DA', 661)]
a	['a', 'a', 'b', 'b', 'a']	98	how many activities is there to do there ?	three	horse riding , walking and fishing	[('a', 'A2WP04RFZ9STGJ', 83), ('a', 'A23HZ18KTCK2DA', 2049), ('b', 'A250TNE6XDKH4N', 217), ('b', 'A1UBP7QDOJJPUO', 40), ('a', 'A3BAOQ3YJGTXM6', 43)]
b	['b', 'b', 'b', 'b', 'b', 'e', 'b', 'b', 'b', 'e']	7	who got the next item for him ?	the landlady	landlady	[('b', 'AZIAQJWXTSFUX', 116), ('b', 'A23HZ18KTCK2DA', 2020), ('b', 'A9KV8Q3VJY3Q5', 61), ('b', 'A250TNE6XDKH4N', 476), ('b', 'A3BAOQ3YJGTXM6', 30), ('e', 'A1UBP7QDOJJPUO', 41), ('b', 'A23HZ18KTCK2DA', 664), ('b', 'AZIAQJWXTSFUX', 90), ('b', 'A3BAOQ3YJGTXM6', 33), ('e', 'A9KV8Q3VJY3Q5', 72)]
b	['b', 'e', 'd', 'b', 'b']	64	what kingdom was this area in ?	the kingdom of elmet	kingdom of elmet	[('b', 'AZIAQJWXTSFUX', 116), ('e', 'A23HZ18KTCK2DA', 2020), ('d', 'A9KV8Q3VJY3Q5', 61), ('b', 'A250TNE6XDKH4N', 476), ('b', 'A3BAOQ3YJGTXM6', 30)]
b	['b', 'b', 'e', 'b', 'b']	41	who hosts it ?	liu zaishi	liu zaishi	[('b', 'AZIAQJWXTSFUX', 116), ('b', 'A23HZ18KTCK2DA', 2020), ('e', 'A9KV8Q3VJY3Q5', 61), ('b', 'A250TNE6XDKH4N', 476), ('b', 'A3BAOQ3YJGTXM6', 30)]
b	['b', 'e', 'b', 'b', 'b']	42	what are they ?	an international news organization	international news organization	[('b', 'ASN25PIODXIPJ', 446), ('e', 'A23HZ18KTCK2DA', 1979), ('b', 'AOMFEAWQHU3D8', 62), ('b', 'A3BAOQ3YJGTXM6', 432), ('b', 'AZIAQJWXTSFUX', 60)]
b	['b', 'e', 'd', 'b', 'b']	78	what was made to honor the occasion ?	the hanoi ceramic mosaic mural	hanoi ceramic mosaic mural	[('b', 'ASN25PIODXIPJ', 446), ('e', 'A23HZ18KTCK2DA', 1979), ('d', 'AOMFEAWQHU3D8', 62), ('b', 'A3BAOQ3YJGTXM6', 432), ('b', 'AZIAQJWXTSFUX', 60)]
b	['b', 'b', 'b', 'b', 'b']	62	how far from outen was he ?	about 280 miles away	280 miles	[('b', 'AZ4IFIU17NQ10', 423), ('b', 'A3BAOQ3YJGTXM6', 91), ('b', 'A23HZ18KTCK2DA', 649), ('b', 'A1PF01FF85HUY4', 42), ('b', 'A9KV8Q3VJY3Q5', 55)]
b	['b', 'b', 'b', 'b', 'b']	79	what is that ?	a mayan temple	mayan temple	[('b', 'AZ4IFIU17NQ10', 423), ('b', 'A3BAOQ3YJGTXM6', 91), ('b', 'A23HZ18KTCK2DA', 649), ('b', 'A1PF01FF85HUY4', 42), ('b', 'A9KV8Q3VJY3Q5', 55)]
b	['b', 'b', 'b', 'b', 'd']	6	what did archie receive after his arrival at camp ?	orders	orders	[('b', 'AZ4IFIU17NQ10', 423), ('b', 'A3BAOQ3YJGTXM6', 91), ('b', 'A23HZ18KTCK2DA', 649), ('b', 'A1PF01FF85HUY4', 42), ('d', 'A9KV8Q3VJY3Q5', 55)]
b	['b', 'b', 'b', 'b', 'e']	83	how many prisoners did jordan kill ?	two prisoners	two	[('b', 'AZ4IFIU17NQ10', 423), ('b', 'A3BAOQ3YJGTXM6', 91), ('b', 'A23HZ18KTCK2DA', 649), ('b', 'A1PF01FF85HUY4', 42), ('e', 'A9KV8Q3VJY3Q5', 55)]
b	['b', 'b', 'b', 'b', 'e']	63	when did it have a name change ?	1989	1989	[('b', 'AZ4IFIU17NQ10', 423), ('b', 'A3BAOQ3YJGTXM6', 91), ('b', 'A23HZ18KTCK2DA', 649), ('b', 'A1PF01FF85HUY4', 42), ('e', 'A9KV8Q3VJY3Q5', 55)]
b	['b', 'd', 'e', 'b', 'd']	85	how old is the brave lady ?	30	30	[('b', 'A23HZ18KTCK2DA', 636), ('d', 'A1UBP7QDOJJPUO', 37), ('e', 'A9KV8Q3VJY3Q5', 62), ('b', 'A3BAOQ3YJGTXM6', 32), ('d', 'A250TNE6XDKH4N', 365)]
b	['b', 'd', 'e', 'b', 'b']	1	what is its population ?	476,015	476,015	[('b', 'A23HZ18KTCK2DA', 636), ('d', 'A1UBP7QDOJJPUO', 37), ('e', 'A9KV8Q3VJY3Q5', 62), ('b', 'A3BAOQ3YJGTXM6', 32), ('b', 'A250TNE6XDKH4N', 365)]
b	['b', 'd', 'e', 'b', 'b']	46	who loves singing ?	jenny .	jenny	[('b', 'A23HZ18KTCK2DA', 636), ('d', 'A1UBP7QDOJJPUO', 37), ('e', 'A9KV8Q3VJY3Q5', 62), ('b', 'A3BAOQ3YJGTXM6', 32), ('b', 'A250TNE6XDKH4N', 365)]
b	['b', 'b', 'b', 'b', 'e']	34	kids can acquire new knowledge from making what ?	money	money	[('b', 'A23HZ18KTCK2DA', 2006), ('b', 'AZ4IFIU17NQ10', 197), ('b', 'A1PF01FF85HUY4', 51), ('b', 'A3BAOQ3YJGTXM6', 51), ('e', 'A9KV8Q3VJY3Q5', 55)]
b	['b', 'b', 'b', 'b', 'e']	17	to what ?	kittens	kittens	[('b', 'A23HZ18KTCK2DA', 2006), ('b', 'AZ4IFIU17NQ10', 197), ('b', 'A1PF01FF85HUY4', 51), ('b', 'A3BAOQ3YJGTXM6', 51), ('e', 'A9KV8Q3VJY3Q5', 55)]
b	['b', 'b', 'b', 'b', 'e']	93	how did he plead ?	guilty	guilty	[('b', 'A23HZ18KTCK2DA', 2006), ('b', 'AZ4IFIU17NQ10', 197), ('b', 'A1PF01FF85HUY4', 51), ('b', 'A3BAOQ3YJGTXM6', 51), ('e', 'A9KV8Q3VJY3Q5', 55)]
b	['b', 'b', 'b', 'b', 'e']	57	who helped coach him throughout his career ?	donald rumsfeld	donald rumsfeld	[('b', 'A23HZ18KTCK2DA', 2006), ('b', 'AZ4IFIU17NQ10', 197), ('b', 'A1PF01FF85HUY4', 51), ('b', 'A3BAOQ3YJGTXM6', 51), ('e', 'A9KV8Q3VJY3Q5', 55)]
b	['b', 'b', 'b', 'b', 'e']	82	who spoke first to the messenger ?	dick	dick	[('b', 'A23HZ18KTCK2DA', 2006), ('b', 'AZ4IFIU17NQ10', 197), ('b', 'A1PF01FF85HUY4', 51), ('b', 'A3BAOQ3YJGTXM6', 51), ('e', 'A9KV8Q3VJY3Q5', 55)]
b	['b', 'b', 'b', 'b', 'e']	9	who asks him about it ?	sam	sam	[('b', 'A23HZ18KTCK2DA', 2006), ('b', 'AZ4IFIU17NQ10', 197), ('b', 'A1PF01FF85HUY4', 51), ('b', 'A3BAOQ3YJGTXM6', 51), ('e', 'A9KV8Q3VJY3Q5', 55)]
b	['d', 'b', 'b', 'b', 'b']	35	how many were there ?	675 aborigines	675	[('d', 'A9KV8Q3VJY3Q5', 66), ('b', 'A250TNE6XDKH4N', 544), ('b', 'AZIAQJWXTSFUX', 98), ('b', 'A23HZ18KTCK2DA', 1994), ('b', 'A3BAOQ3YJGTXM6', 105)]
b	['e', 'b', 'b', 'b', 'b']	77	who is right ?	jim	jim	[('e', 'A9KV8Q3VJY3Q5', 66), ('b', 'A250TNE6XDKH4N', 544), ('b', 'AZIAQJWXTSFUX', 98), ('b', 'A23HZ18KTCK2DA', 1994), ('b', 'A3BAOQ3YJGTXM6', 105)]
b	['d', 'b', 'b', 'e', 'b']	90	what was she doing when they got there ?	cooking	cooking on the stove	[('d', 'A9KV8Q3VJY3Q5', 66), ('b', 'A250TNE6XDKH4N', 544), ('b', 'AZIAQJWXTSFUX', 98), ('e', 'A23HZ18KTCK2DA', 1994), ('b', 'A3BAOQ3YJGTXM6', 105)]
b	['e', 'b', 'b', 'b', 'b']	87	when did he visit her grave ?	friday	friday	[('e', 'A9KV8Q3VJY3Q5', 66), ('b', 'A250TNE6XDKH4N', 544), ('b', 'AZIAQJWXTSFUX', 98), ('b', 'A23HZ18KTCK2DA', 1994), ('b', 'A3BAOQ3YJGTXM6', 105)]
b	['b', 'b', 'b', 'b', 'b']	56	what had he been drinking ?	coors beer	coors beer	[('b', 'A23HZ18KTCK2DA', 680), ('b', 'A250TNE6XDKH4N', 636), ('b', 'AOMFEAWQHU3D8', 42), ('b', 'A1PF01FF85HUY4', 52), ('b', 'A3BAOQ3YJGTXM6', 810)]
b	['b', 'b', 'b', 'b', 'b']	96	how many times was he observed ?	several times	several times	[('b', 'A250TNE6XDKH4N', 355), ('b', 'A23HZ18KTCK2DA', 639), ('b', 'A3BAOQ3YJGTXM6', 206), ('b', 'A1PF01FF85HUY4', 63), ('b', 'AOMFEAWQHU3D8', 1687)]
b	['b', 'b', 'b', 'b', 'b']	45	for whose benefit ?	musicares foundation	musicares foundation	[('b', 'A250TNE6XDKH4N', 355), ('b', 'A23HZ18KTCK2DA', 639), ('b', 'A3BAOQ3YJGTXM6', 206), ('b', 'A1PF01FF85HUY4', 63), ('b', 'AOMFEAWQHU3D8', 1687)]
b	['b', 'd', 'b', 'e', 'b']	2	when will giordano go to court ?	monday	monday	[('b', 'A209ROKVKHDRM7', 244), ('d', 'A1UBP7QDOJJPUO', 61), ('b', 'A23HZ18KTCK2DA', 666), ('e', 'A9KV8Q3VJY3Q5', 54), ('b', 'A3BAOQ3YJGTXM6', 441)]
b	['b', 'c', 'e', 'b', 'b']	28	why did he make the trip ?	to deliver the diary .	to deliver the diary of his ancestor to the library company	[('b', 'A209ROKVKHDRM7', 244), ('c', 'A1UBP7QDOJJPUO', 61), ('e', 'A23HZ18KTCK2DA', 666), ('b', 'A9KV8Q3VJY3Q5', 54), ('b', 'A3BAOQ3YJGTXM6', 441)]
b	['b', 'c', 'b', 'e', 'b']	13	starting from what age ?	three	3	[('b', 'A209ROKVKHDRM7', 244), ('c', 'A1UBP7QDOJJPUO', 61), ('b', 'A23HZ18KTCK2DA', 666), ('e', 'A9KV8Q3VJY3Q5', 54), ('b', 'A3BAOQ3YJGTXM6', 441)]
b	['b', 'c', 'e', 'b', 'b']	75	how much of it is service ?	82.8 %	82.8	[('b', 'A23HZ18KTCK2DA', 2484), ('c', 'A1UBP7QDOJJPUO', 34), ('e', 'A9KV8Q3VJY3Q5', 58), ('b', 'A3BAOQ3YJGTXM6', 192), ('b', 'A250TNE6XDKH4N', 275)]
b	['b', 'c', 'e', 'b', 'b']	65	how was it originally spelled ?	dacca	dacca	[('b', 'A23HZ18KTCK2DA', 2484), ('c', 'A1UBP7QDOJJPUO', 34), ('e', 'A9KV8Q3VJY3Q5', 58), ('b', 'A3BAOQ3YJGTXM6', 192), ('b', 'A250TNE6XDKH4N', 275)]
b	['b', 'b', 'e', 'c', 'b']	53	what are police looking for ?	other suspects	at least one more suspect	[('b', 'A3BAOQ3YJGTXM6', 58), ('b', 'A2WP04RFZ9STGJ', 86), ('e', 'A23HZ18KTCK2DA', 670), ('c', 'AZ4IFIU17NQ10', 786), ('b', 'A250TNE6XDKH4N', 256)]
b	['b', 'b', 'b', 'b', 'b']	33	which grip did he develop ?	""" the overlapping grip """	overlapping grip	[('b', 'A3BAOQ3YJGTXM6', 58), ('b', 'A2WP04RFZ9STGJ', 86), ('b', 'A23HZ18KTCK2DA', 670), ('b', 'AZ4IFIU17NQ10', 786), ('b', 'A250TNE6XDKH4N', 256)]
b	['b', 'b', 'b', 'b', 'b']	55	where will they visit next time ?	the beach	beach	[('b', 'A3BAOQ3YJGTXM6', 58), ('b', 'A2WP04RFZ9STGJ', 86), ('b', 'A23HZ18KTCK2DA', 670), ('b', 'AZ4IFIU17NQ10', 786), ('b', 'A250TNE6XDKH4N', 256)]
b	['b', 'a', 'd', 'b', 'b']	22	why did dick want to lower it ?	he is not so tall	not quite so tall	[('b', 'A3BAOQ3YJGTXM6', 58), ('a', 'A2WP04RFZ9STGJ', 86), ('d', 'A23HZ18KTCK2DA', 670), ('b', 'AZ4IFIU17NQ10', 786), ('b', 'A250TNE6XDKH4N', 256)]
b	['b', 'b', 'e', 'b', 'b']	20	on what ?	the naked back of martin	naked back of martin	[('b', 'A3BAOQ3YJGTXM6', 58), ('b', 'A2WP04RFZ9STGJ', 86), ('e', 'A23HZ18KTCK2DA', 670), ('b', 'AZ4IFIU17NQ10', 786), ('b', 'A250TNE6XDKH4N', 256)]
b	['b', 'b', 'b', 'b', 'b']	40	what did she do then ?	scream	screaming	[('b', 'AOMFEAWQHU3D8', 45), ('b', 'A3BAOQ3YJGTXM6', 43), ('b', 'A1PF01FF85HUY4', 88), ('b', 'A9KV8Q3VJY3Q5', 59), ('b', 'A23HZ18KTCK2DA', 2053)]
b	['b', 'b', 'b', 'b', 'd']	84	who were they searching for ?	nell	little nell	[('b', 'A3BAOQ3YJGTXM6', 35), ('b', 'A23HZ18KTCK2DA', 2055), ('b', 'A250TNE6XDKH4N', 1069), ('b', 'AZIAQJWXTSFUX', 60), ('d', 'A9KV8Q3VJY3Q5', 67)]
b	['b', 'e', 'b', 'b', 'd']	31	how does it make him feel ?	surprised	surprised and a little hurt	[('b', 'A3BAOQ3YJGTXM6', 35), ('e', 'A23HZ18KTCK2DA', 2055), ('b', 'A250TNE6XDKH4N', 1069), ('b', 'AZIAQJWXTSFUX', 60), ('d', 'A9KV8Q3VJY3Q5', 67)]
b	['b', 'b', 'b', 'e', 'b']	51	who reported this story ?	cnn	cnn	[('b', 'A23HZ18KTCK2DA', 675), ('b', 'AZIAQJWXTSFUX', 44), ('b', 'A3BAOQ3YJGTXM6', 143), ('e', 'A9KV8Q3VJY3Q5', 61), ('b', 'A1PF01FF85HUY4', 62)]
b	['b', 'b', 'b', 'e', 'b']	67	who felt there was a silence before the storm ?	even saton	saton	[('b', 'A23HZ18KTCK2DA', 675), ('b', 'AZIAQJWXTSFUX', 44), ('b', 'A3BAOQ3YJGTXM6', 143), ('e', 'A9KV8Q3VJY3Q5', 61), ('b', 'A1PF01FF85HUY4', 62)]
b	['b', 'b', 'b', 'e', 'b']	4	what time ?	3pm	3pm	[('b', 'A23HZ18KTCK2DA', 675), ('b', 'AZIAQJWXTSFUX', 44), ('b', 'A3BAOQ3YJGTXM6', 143), ('e', 'A9KV8Q3VJY3Q5', 61), ('b', 'A1PF01FF85HUY4', 62)]
b	['b', 'b', 'b', 'b', 'b']	23	where did the tribes branch out to in the migration period ?	southward .	southward	[('b', 'A3BAOQ3YJGTXM6', 95), ('b', 'AZIAQJWXTSFUX', 54), ('b', 'A1PF01FF85HUY4', 38), ('b', 'A250TNE6XDKH4N', 1440), ('b', 'A23HZ18KTCK2DA', 2044)]
b	['b', 'b', 'b', 'b', 'b']	26	what time was it ?	about five o 'clock	five o 'clock	[('b', 'A3BAOQ3YJGTXM6', 95), ('b', 'AZIAQJWXTSFUX', 54), ('b', 'A1PF01FF85HUY4', 38), ('b', 'A250TNE6XDKH4N', 1440), ('b', 'A23HZ18KTCK2DA', 2044)]
b	['b', 'b', 'b', 'b', 'b']	76	how did people in the stadium react ?	boos	boos	[('b', 'A3BAOQ3YJGTXM6', 95), ('b', 'AZIAQJWXTSFUX', 54), ('b', 'A1PF01FF85HUY4', 38), ('b', 'A250TNE6XDKH4N', 1440), ('b', 'A23HZ18KTCK2DA', 2044)]
b	['b', 'b', 'b', 'b', 'b']	58	how many miles is it west-south-west of london ?	190	190 miles	[('b', 'A3BAOQ3YJGTXM6', 95), ('b', 'AZIAQJWXTSFUX', 54), ('b', 'A1PF01FF85HUY4', 38), ('b', 'A250TNE6XDKH4N', 1440), ('b', 'A23HZ18KTCK2DA', 2044)]
b	['b', 'b', 'b', 'b', 'b']	27	which city is first ?	bridgeport	bridgeport	[('b', 'A3BAOQ3YJGTXM6', 95), ('b', 'AZIAQJWXTSFUX', 54), ('b', 'A1PF01FF85HUY4', 38), ('b', 'A250TNE6XDKH4N', 1440), ('b', 'A23HZ18KTCK2DA', 2044)]
b	['b', 'a', 'd', 'a', 'b']	48	how long are area codes ?	from two to 5 digits	five digits long	[('b', 'A9KV8Q3VJY3Q5', 48), ('a', 'A3BAOQ3YJGTXM6', 123), ('d', 'A23HZ18KTCK2DA', 1998), ('a', 'A31CNXHGR49DJR', 98), ('b', 'AZ4IFIU17NQ10', 164)]
b	['b', 'b', 'b', 'b', 'b']	94	what continent is buenos aires found on ?	south america	south american	[('b', 'A9KV8Q3VJY3Q5', 48), ('b', 'A3BAOQ3YJGTXM6', 123), ('b', 'A23HZ18KTCK2DA', 1998), ('b', 'A31CNXHGR49DJR', 98), ('b', 'AZ4IFIU17NQ10', 164)]
b	['d', 'b', 'b', 'b', 'b']	5	who was it ?	a little girl	little girl	[('d', 'A9KV8Q3VJY3Q5', 48), ('b', 'A3BAOQ3YJGTXM6', 123), ('b', 'A23HZ18KTCK2DA', 1998), ('b', 'A31CNXHGR49DJR', 98), ('b', 'AZ4IFIU17NQ10', 164)]
b	['b', 'b', 'b', 'b', 'b']	97	what award was it ?	nobel prize in medicine	nobel prize	[('b', 'A9KV8Q3VJY3Q5', 48), ('b', 'A3BAOQ3YJGTXM6', 123), ('b', 'A23HZ18KTCK2DA', 1998), ('b', 'A31CNXHGR49DJR', 98), ('b', 'AZ4IFIU17NQ10', 164)]
b	['e', 'b', 'b', 'b', 'b']	14	who came in with fred ?	the miners	miners	[('e', 'A9KV8Q3VJY3Q5', 294), ('b', 'A250TNE6XDKH4N', 230), ('b', 'A2MDXIIXH2UNRH', 141), ('b', 'A3BAOQ3YJGTXM6', 109), ('b', 'A23HZ18KTCK2DA', 2467)]
b	['e', 'b', 'b', 'b', 'b']	18	what was their interaction ?	they shook hands	shook hands	[('e', 'A9KV8Q3VJY3Q5', 294), ('b', 'A250TNE6XDKH4N', 230), ('b', 'A2MDXIIXH2UNRH', 141), ('b', 'A3BAOQ3YJGTXM6', 109), ('b', 'A23HZ18KTCK2DA', 2467)]
b	['c', 'b', 'b', 'b', 'e']	15	what building was struck ?	hamas naval building	hamas naval building	[('c', 'A9KV8Q3VJY3Q5', 294), ('b', 'A250TNE6XDKH4N', 230), ('b', 'A2MDXIIXH2UNRH', 141), ('b', 'A3BAOQ3YJGTXM6', 109), ('e', 'A23HZ18KTCK2DA', 2467)]
b	['b', 'b', 'b', 'b', 'b']	89	who is the president of the ncaa ?	mark emmert	mark emmert	[('b', 'AOMFEAWQHU3D8', 47), ('b', 'A1PF01FF85HUY4', 61), ('b', 'A250TNE6XDKH4N', 488), ('b', 'A3BAOQ3YJGTXM6', 322), ('b', 'A23HZ18KTCK2DA', 2021)]
b	['b', 'b', 'b', 'b', 'e']	8	what battle was fought in 675 ?	the battle of bedwyn	battle of bedwyn	[('b', 'AOMFEAWQHU3D8', 47), ('b', 'A1PF01FF85HUY4', 61), ('b', 'A250TNE6XDKH4N', 488), ('b', 'A3BAOQ3YJGTXM6', 322), ('e', 'A23HZ18KTCK2DA', 2021)]
b	['b', 'c', 'b', 'b', 'e']	3	how did he feel ?	he was interested	very interested	[('b', 'AOMFEAWQHU3D8', 47), ('c', 'A1PF01FF85HUY4', 61), ('b', 'A250TNE6XDKH4N', 488), ('b', 'A3BAOQ3YJGTXM6', 322), ('e', 'A23HZ18KTCK2DA', 2021)]
b	['b', 'b', 'b', 'b', 'b']	100	what did scheibler invent ?	the tonometer	tonometer	[('b', 'A250TNE6XDKH4N', 557), ('b', 'A3BAOQ3YJGTXM6', 160), ('b', 'AZIAQJWXTSFUX', 58), ('b', 'A23HZ18KTCK2DA', 643), ('b', 'AOMFEAWQHU3D8', 50)]
b	['b', 'b', 'b', 'a', 'b']	44	what kind of society did mark see these classes in ?	modern capitalist society	capitalist	[('b', 'A250TNE6XDKH4N', 557), ('b', 'A3BAOQ3YJGTXM6', 160), ('b', 'AZIAQJWXTSFUX', 58), ('a', 'A23HZ18KTCK2DA', 643), ('b', 'AOMFEAWQHU3D8', 50)]
b	['b', 'b', 'b', 'b', 'b']	88	where did it hide ?	in the bathroom	bathroom	[('b', 'A250TNE6XDKH4N', 557), ('b', 'A3BAOQ3YJGTXM6', 160), ('b', 'AZIAQJWXTSFUX', 58), ('b', 'A23HZ18KTCK2DA', 643), ('b', 'AOMFEAWQHU3D8', 50)]
b	['b', 'b', 'b', 'e', 'd']	36	what revolt did he lead after that ?	the autumn harvest uprising	autumn harvest uprising	[('b', 'A250TNE6XDKH4N', 557), ('b', 'A3BAOQ3YJGTXM6', 160), ('b', 'AZIAQJWXTSFUX', 58), ('e', 'A23HZ18KTCK2DA', 643), ('d', 'AOMFEAWQHU3D8', 50)]
b	['b', 'b', 'e', 'e', 'b']	52	who created the immunity plan ?	the gulf cooperation council	gulf cooperation council	[('b', 'A3BAOQ3YJGTXM6', 556), ('b', 'A1UBP7QDOJJPUO', 35), ('e', 'A9KV8Q3VJY3Q5', 67), ('e', 'A23HZ18KTCK2DA', 650), ('b', 'A250TNE6XDKH4N', 186)]
b	['b', 'c', 'e', 'b', 'b']	10	who does she mention in her reply ?	jimmy	jimmy	[('b', 'A3BAOQ3YJGTXM6', 556), ('c', 'A1UBP7QDOJJPUO', 35), ('e', 'A9KV8Q3VJY3Q5', 67), ('b', 'A23HZ18KTCK2DA', 650), ('b', 'A250TNE6XDKH4N', 186)]
b	['b', 'd', 'e', 'b', 'b']	43	who 's the editor ?	mark sappenfield	mark sappenfield	[('b', 'A3BAOQ3YJGTXM6', 556), ('d', 'A1UBP7QDOJJPUO', 35), ('e', 'A9KV8Q3VJY3Q5', 67), ('b', 'A23HZ18KTCK2DA', 650), ('b', 'A250TNE6XDKH4N', 186)]
b	['b', 'b', 'e', 'b', 'b']	24	when did pope john paul ii visit ?	1982	1982	[('b', 'A3BAOQ3YJGTXM6', 556), ('b', 'A1UBP7QDOJJPUO', 35), ('e', 'A9KV8Q3VJY3Q5', 67), ('b', 'A23HZ18KTCK2DA', 650), ('b', 'A250TNE6XDKH4N', 186)]
b	['b', 'e', 'd', 'e', 'b']	95	what is another part he supplies ?	break-pads	one million break-pads	[('b', 'A3BAOQ3YJGTXM6', 64), ('e', 'A23HZ18KTCK2DA', 673), ('d', 'A9KV8Q3VJY3Q5', 59), ('e', 'A1BA1HVF140OC7', 222), ('b', 'A2WP04RFZ9STGJ', 148)]
