avg score	scores	id	question	answer	response
e	['e', 'e', 'e', 'e', 'e']	57	who helped coach him throughout his career ?	donald rumsfeld	donald rumsfeld helped coach him	[('e', 'A3T9WZOUQGE2UW', 190), ('e', 'A31CNXHGR49DJR', 119), ('e', 'A31ZLT6OHU6CRY', 832), ('e', 'A2P887RDKZ27ZF', 953), ('e', 'A3O9WZNVQSQC1S', 48)]
e	['e', 'e', 'e', 'e', 'e']	58	how many miles is it west-south-west of london ?	190	it is 190 miles	[('e', 'A2P887RDKZ27ZF', 710), ('e', 'A1OKMU27HBN9T3', 128), ('e', 'A34DYM8J0X5VK', 97), ('e', 'A3T9WZOUQGE2UW', 292), ('e', 'A3O9WZNVQSQC1S', 41)]
e	['e', 'e', 'e', 'e', 'e']	59	who did he pass the bell to ?	alice	he passed the bell to alice	[('e', 'A31CNXHGR49DJR', 73), ('e', 'A2P887RDKZ27ZF', 640), ('e', 'A3O9WZNVQSQC1S', 42), ('e', 'A31ZLT6OHU6CRY', 342), ('e', 'A10I4OKFE6CQZ2', 226)]
e	['e', 'e', 'e', 'e', 'e']	63	when did it have a name change ?	1989	it had a name change in 1989	[('e', 'A3T9WZOUQGE2UW', 135), ('e', 'A31ZLT6OHU6CRY', 272), ('e', 'A3O9WZNVQSQC1S', 52), ('e', 'A31CNXHGR49DJR', 92), ('e', 'A2P887RDKZ27ZF', 1932)]
e	['e', 'e', 'e', 'e', 'e']	65	how was it originally spelled ?	dacca	it was originally spelled dacca	[('e', 'A399GYOD60WD7M', 309), ('e', 'A3T9WZOUQGE2UW', 133), ('e', 'A2P887RDKZ27ZF', 1394), ('e', 'A34DYM8J0X5VK', 98), ('e', 'A3O9WZNVQSQC1S', 42)]
e	['e', 'd', 'e', 'e', 'e']	67	who felt there was a silence before the storm ?	even saton	saton felt there was a silence	[('e', 'A31CNXHGR49DJR', 146), ('d', 'A2P887RDKZ27ZF', 1004), ('e', 'A3T9WZOUQGE2UW', 173), ('e', 'A31ZLT6OHU6CRY', 738), ('e', 'A3O9WZNVQSQC1S', 65)]
e	['e', 'e', 'e', 'e', 'c']	70	who is the author ?	james	it is james brown	[('e', 'A31CNXHGR49DJR', 55), ('e', 'A3O9WZNVQSQC1S', 40), ('e', 'A2P887RDKZ27ZF', 873), ('e', 'A10I4OKFE6CQZ2', 139), ('c', 'A1OKMU27HBN9T3', 171)]
e	['d', 'e', 'e', 'd', 'e']	73	what would be another example ?	cotton	cotton, would be another example	[('d', 'A2P887RDKZ27ZF', 1991), ('e', 'A399GYOD60WD7M', 672), ('e', 'A31CNXHGR49DJR', 86), ('d', 'A3O9WZNVQSQC1S', 45), ('e', 'A3T9WZOUQGE2UW', 192)]
e	['e', 'e', 'e', 'e', 'd']	75	how much of it is service ?	82.8 %	it is 82.8	[('e', 'A399GYOD60WD7M', 309), ('e', 'A3T9WZOUQGE2UW', 133), ('e', 'A2P887RDKZ27ZF', 1394), ('e', 'A34DYM8J0X5VK', 98), ('d', 'A3O9WZNVQSQC1S', 42)]
e	['e', 'e', 'e', 'e', 'e']	77	who is right ?	jim	jim is right	[('e', 'A31CNXHGR49DJR', 55), ('e', 'A3O9WZNVQSQC1S', 40), ('e', 'A2P887RDKZ27ZF', 873), ('e', 'A10I4OKFE6CQZ2', 139), ('e', 'A1OKMU27HBN9T3', 171)]
e	['e', 'e', 'e', 'e', 'e']	78	what was made to honor the occasion ?	the hanoi ceramic mosaic mural	hanoi ceramic mosaic mural was made to honor the occasion	[('e', 'A3T9WZOUQGE2UW', 102), ('e', 'A2P887RDKZ27ZF', 416), ('e', 'A31CNXHGR49DJR', 192), ('e', 'A399GYOD60WD7M', 371), ('e', 'A3O9WZNVQSQC1S', 54)]
e	['d', 'e', 'e', 'e', 'd']	79	what is that ?	a mayan temple	it is mayan temple	[('d', 'A31CNXHGR49DJR', 55), ('e', 'A3O9WZNVQSQC1S', 40), ('e', 'A2P887RDKZ27ZF', 873), ('e', 'A10I4OKFE6CQZ2', 139), ('d', 'A1OKMU27HBN9T3', 171)]
e	['e', 'e', 'e', 'e', 'e']	82	who spoke first to the messenger ?	dick	dick spoke first	[('e', 'A3T9WZOUQGE2UW', 190), ('e', 'A31CNXHGR49DJR', 119), ('e', 'A31ZLT6OHU6CRY', 832), ('e', 'A2P887RDKZ27ZF', 953), ('e', 'A3O9WZNVQSQC1S', 48)]
e	['e', 'e', 'e', 'b', 'e']	83	how many prisoners did jordan kill ?	two prisoners	jordan killed two	[('e', 'A399GYOD60WD7M', 213), ('e', 'A3O9WZNVQSQC1S', 43), ('e', 'A3T9WZOUQGE2UW', 91), ('b', 'A10I4OKFE6CQZ2', 71), ('e', 'A2P887RDKZ27ZF', 97)]
e	['e', 'e', 'd', 'e']	84	who were they searching for ?	nell	they were searching for little nell	[('e', 'A3O9WZNVQSQC1S', 54), ('e', 'A3T9WZOUQGE2UW', 128), ('d', 'A1OKMU27HBN9T3', 156), ('e', 'A2P887RDKZ27ZF', 1578)]
e	['e', 'e', 'e', 'e', 'e']	86	how long ago was it inhabited ?	2000 years	it was inhabited 2000 years ago	[('e', 'A31CNXHGR49DJR', 146), ('e', 'A2P887RDKZ27ZF', 1004), ('e', 'A3T9WZOUQGE2UW', 173), ('e', 'A31ZLT6OHU6CRY', 738), ('e', 'A3O9WZNVQSQC1S', 65)]
e	['e', 'e', 'e', 'e', 'd']	87	when did he visit her grave ?	friday	he visited her grave friday	[('e', 'A3O9WZNVQSQC1S', 40), ('e', 'A3T9WZOUQGE2UW', 148), ('e', 'A31CNXHGR49DJR', 311), ('e', 'A31ZLT6OHU6CRY', 474), ('d', 'A2P887RDKZ27ZF', 493)]
e	['e', 'e', 'e', 'e', 'e']	89	who is the president of the ncaa ?	mark emmert	it is mark emmert	[('e', 'A31ZLT6OHU6CRY', 762), ('e', 'A3T9WZOUQGE2UW', 112), ('e', 'A2P887RDKZ27ZF', 1188), ('e', 'A3O9WZNVQSQC1S', 47), ('e', 'A31CNXHGR49DJR', 91)]
e	['e', 'e', 'e', 'e', 'e']	90	what was she doing when they got there ?	cooking	she was cooking on the stove	[('e', 'A34DYM8J0X5VK', 114), ('e', 'A2P887RDKZ27ZF', 2055), ('e', 'A3O9WZNVQSQC1S', 45), ('e', 'A3T9WZOUQGE2UW', 82), ('e', 'A31CNXHGR49DJR', 168)]
e	['e', 'e', 'e', 'e', 'e']	92	when did he record the message ?	shortly before he was killed	he recorded the message shortly before he was killed	[('e', 'A2P887RDKZ27ZF', 1991), ('e', 'A399GYOD60WD7M', 672), ('e', 'A31CNXHGR49DJR', 86), ('e', 'A3O9WZNVQSQC1S', 45), ('e', 'A3T9WZOUQGE2UW', 192)]
e	['e', 'e', 'e', 'd', 'e']	93	how did he plead ?	guilty	he pleaded guilty	[('e', 'A2P887RDKZ27ZF', 1357), ('e', 'A399GYOD60WD7M', 119), ('e', 'A3T9WZOUQGE2UW', 65), ('d', 'A1OKMU27HBN9T3', 361), ('e', 'A3O9WZNVQSQC1S', 40)]
e	['e', 'e', 'e', 'e', 'a']	95	what is another part he supplies ?	break-pads	it is one million break-pads	[('e', 'A31CNXHGR49DJR', 73), ('e', 'A2P887RDKZ27ZF', 640), ('e', 'A3O9WZNVQSQC1S', 42), ('e', 'A31ZLT6OHU6CRY', 342), ('a', 'A10I4OKFE6CQZ2', 226)]
e	['e', 'e', 'e', 'e', 'e']	96	how many times was he observed ?	several times	he was observed several times	[('e', 'A31ZLT6OHU6CRY', 762), ('e', 'A3T9WZOUQGE2UW', 112), ('e', 'A2P887RDKZ27ZF', 1188), ('e', 'A3O9WZNVQSQC1S', 47), ('e', 'A31CNXHGR49DJR', 91)]
e	['e', 'c', 'e', 'e', 'e']	97	what award was it ?	nobel prize in medicine	it was the nobel prize	[('e', 'A3T9WZOUQGE2UW', 67), ('c', 'A399GYOD60WD7M', 236), ('e', 'A3O9WZNVQSQC1S', 44), ('e', 'A31CNXHGR49DJR', 188), ('e', 'A2P887RDKZ27ZF', 1275)]
e	['d', 'e', 'e', 'e', 'e']	100	what did scheibler invent ?	the tonometer	scheibler invented tonometer	[('d', 'A3T9WZOUQGE2UW', 155), ('e', 'A2P887RDKZ27ZF', 1456), ('e', 'A3O9WZNVQSQC1S', 86), ('e', 'A2RM4OW2ZNSPL', 512), ('e', 'A31CNXHGR49DJR', 276)]
d	['d', 'd', 'b', 'd', 'b']	4	what time ?	3pm	3pm time	[('d', 'A3O9WZNVQSQC1S', 131), ('d', 'A1BFLMCFOAYEVI', 234), ('b', 'A34DYM8J0X5VK', 88), ('d', 'A31CNXHGR49DJR', 696), ('b', 'A2P887RDKZ27ZF', 1526)]
d	['d', 'd', 'e', 'd', 'd']	5	who was it ?	a little girl	it was little girl	[('d', 'A2P887RDKZ27ZF', 1991), ('d', 'A399GYOD60WD7M', 672), ('e', 'A31CNXHGR49DJR', 86), ('d', 'A3O9WZNVQSQC1S', 45), ('d', 'A3T9WZOUQGE2UW', 192)]
d	['d', 'd', 'd', 'd', 'd']	13	starting from what age ?	three	3 was from 3	[('d', 'A3T9WZOUQGE2UW', 135), ('d', 'A31ZLT6OHU6CRY', 272), ('d', 'A3O9WZNVQSQC1S', 52), ('d', 'A31CNXHGR49DJR', 92), ('d', 'A2P887RDKZ27ZF', 1932)]
d	['d', 'd', 'd', 'd', 'd']	18	what was their interaction ?	they shook hands	their interaction was shook hands	[('d', 'A2P887RDKZ27ZF', 1991), ('d', 'A399GYOD60WD7M', 672), ('d', 'A31CNXHGR49DJR', 86), ('d', 'A3O9WZNVQSQC1S', 45), ('d', 'A3T9WZOUQGE2UW', 192)]
d	['d', 'd', 'd', 'd', 'd']	22	why did dick want to lower it ?	he is not so tall	dick wanted not quite so tall to lower it	[('d', 'A31ZLT6OHU6CRY', 762), ('d', 'A3T9WZOUQGE2UW', 112), ('d', 'A2P887RDKZ27ZF', 1188), ('d', 'A3O9WZNVQSQC1S', 47), ('d', 'A31CNXHGR49DJR', 91)]
d	['e', 'd', 'd', 'd', 'd']	23	where did the tribes branch out to in the migration period ?	southward .	they branched out to southward	[('e', 'A2P887RDKZ27ZF', 710), ('d', 'A1OKMU27HBN9T3', 128), ('d', 'A34DYM8J0X5VK', 97), ('d', 'A3T9WZOUQGE2UW', 292), ('d', 'A3O9WZNVQSQC1S', 41)]
d	['d', 'd', 'd', 'c', 'c']	29	what 'd they do so they were allowed to go ?	their chores	they do so they were allowed to go cleaned their rooms	[('d', 'A3T9WZOUQGE2UW', 164), ('d', 'A2RM4OW2ZNSPL', 491), ('d', 'A3O9WZNVQSQC1S', 52), ('c', 'A34DYM8J0X5VK', 103), ('c', 'A2P887RDKZ27ZF', 1082)]
d	['e', 'd', 'd', 'd', 'd']	40	what did she do then ?	scream	she did screaming	[('e', 'A2P887RDKZ27ZF', 1750), ('d', 'A3O9WZNVQSQC1S', 51), ('d', 'A3T9WZOUQGE2UW', 279), ('d', 'A31ZLT6OHU6CRY', 387), ('d', 'A31CNXHGR49DJR', 530)]
d	['d', 'd', 'e', 'd', 'e']	42	what are they ?	an international news organization	they are international news organization	[('d', 'A3T9WZOUQGE2UW', 135), ('d', 'A31ZLT6OHU6CRY', 272), ('e', 'A3O9WZNVQSQC1S', 52), ('d', 'A31CNXHGR49DJR', 92), ('e', 'A2P887RDKZ27ZF', 1932)]
d	['e', 'e', 'd', 'd', 'd']	55	where will they visit next time ?	the beach	they will visit beach next time	[('e', 'A3T9WZOUQGE2UW', 164), ('e', 'A2RM4OW2ZNSPL', 491), ('d', 'A3O9WZNVQSQC1S', 52), ('d', 'A34DYM8J0X5VK', 103), ('d', 'A2P887RDKZ27ZF', 1082)]
d	['d', 'd', 'c', 'c', 'd']	61	how did dave leave ?	he left on an ice-boat	dave left he trimmed the sail of the ice-boat	[('d', 'A3T9WZOUQGE2UW', 91), ('d', 'A2P887RDKZ27ZF', 220), ('c', 'A1OKMU27HBN9T3', 169), ('c', 'A3O9WZNVQSQC1S', 50), ('d', 'A399GYOD60WD7M', 277)]
d	['d', 'd', 'd', 'e', 'd']	62	how far from outen was he ?	about 280 miles away	he was 280 miles	[('d', 'A3T9WZOUQGE2UW', 135), ('d', 'A31ZLT6OHU6CRY', 272), ('d', 'A3O9WZNVQSQC1S', 52), ('e', 'A31CNXHGR49DJR', 92), ('d', 'A2P887RDKZ27ZF', 1932)]
d	['d', 'e', 'd', 'd', 'e']	64	what kingdom was this area in ?	the kingdom of elmet	it in was kingdom of elmet	[('d', 'A2P887RDKZ27ZF', 1991), ('e', 'A399GYOD60WD7M', 672), ('d', 'A31CNXHGR49DJR', 86), ('d', 'A3O9WZNVQSQC1S', 45), ('e', 'A3T9WZOUQGE2UW', 192)]
d	['d', 'e', 'd', 'd', 'd']	66	what did ellen do when she grew up ?	she became queen	ellen did to be queen	[('d', 'A31CNXHGR49DJR', 146), ('e', 'A2P887RDKZ27ZF', 1004), ('d', 'A3T9WZOUQGE2UW', 173), ('d', 'A31ZLT6OHU6CRY', 738), ('d', 'A3O9WZNVQSQC1S', 65)]
d	['d', 'b', 'd', 'd', 'd']	71	and his face is now what ?	graver	graver is now	[('d', 'A3T9WZOUQGE2UW', 67), ('b', 'A399GYOD60WD7M', 236), ('d', 'A3O9WZNVQSQC1S', 44), ('d', 'A31CNXHGR49DJR', 188), ('d', 'A2P887RDKZ27ZF', 1275)]
d	['e', 'd', 'd', 'd', 'd']	76	how did people in the stadium react ?	boos	people reacted boos	[('e', 'A2P887RDKZ27ZF', 710), ('d', 'A1OKMU27HBN9T3', 128), ('d', 'A34DYM8J0X5VK', 97), ('d', 'A3T9WZOUQGE2UW', 292), ('d', 'A3O9WZNVQSQC1S', 41)]
d	['d', 'e', 'd', 'd', 'd']	85	how old is the brave lady ?	30	it is 30	[('d', 'A3T9WZOUQGE2UW', 102), ('e', 'A2P887RDKZ27ZF', 416), ('d', 'A31CNXHGR49DJR', 192), ('d', 'A399GYOD60WD7M', 371), ('d', 'A3O9WZNVQSQC1S', 54)]
d	['d', 'd', 'd', 'e', 'e']	88	where did it hide ?	in the bathroom	it hid in bathroom	[('d', 'A3T9WZOUQGE2UW', 155), ('d', 'A2P887RDKZ27ZF', 1456), ('d', 'A3O9WZNVQSQC1S', 86), ('e', 'A2RM4OW2ZNSPL', 512), ('e', 'A31CNXHGR49DJR', 276)]
d	['c', 'c', 'e', 'd', 'd']	91	what held her attention on the meal ?	the toughness of the beefsteaks	beefsteaks, and the numbness of my hands held her attention	[('c', 'A3T9WZOUQGE2UW', 135), ('c', 'A31ZLT6OHU6CRY', 272), ('e', 'A3O9WZNVQSQC1S', 52), ('d', 'A31CNXHGR49DJR', 92), ('d', 'A2P887RDKZ27ZF', 1932)]
d	['d', 'd', 'e', 'd', 'e']	94	what continent is buenos aires found on ?	south america	it is found on south american	[('d', 'A3O9WZNVQSQC1S', 46), ('d', 'A2P887RDKZ27ZF', 230), ('e', 'A34DYM8J0X5VK', 267), ('d', 'A3T9WZOUQGE2UW', 109), ('e', 'A399GYOD60WD7M', 231)]
c	['c', 'c', 'c', 'c', 'c']	11	what connect childhood and adulthood ?	adolescence	preparation of children for adult roles connect childhood and adulthood	[('c', 'A3T9WZOUQGE2UW', 190), ('c', 'A31CNXHGR49DJR', 119), ('c', 'A31ZLT6OHU6CRY', 832), ('c', 'A2P887RDKZ27ZF', 953), ('c', 'A3O9WZNVQSQC1S', 48)]
c	['a', 'c', 'c', 'c', 'c']	19	who did they meet ?	editing for the front page	they met tom seaton	[('a', 'A34DYM8J0X5VK', 100), ('c', 'A2P887RDKZ27ZF', 784), ('c', 'A3T9WZOUQGE2UW', 264), ('c', 'A3O9WZNVQSQC1S', 45), ('c', 'A31CNXHGR49DJR', 84)]
c	['c', 'c', 'c', 'e', 'c']	25	when did the overthrow occur ?	1917,	it occured during world war i.	[('c', 'A31CNXHGR49DJR', 207), ('c', 'A3IX3XVGPJH2I7', 1635), ('c', 'A3T9WZOUQGE2UW', 151), ('e', 'A2P887RDKZ27ZF', 1825), ('c', 'A3O9WZNVQSQC1S', 44)]
c	['c', 'c', 'c', 'c', 'c']	30	what does he think of her as ?	a sister	he thinks silly boy	[('c', 'A3T9WZOUQGE2UW', 102), ('c', 'A2P887RDKZ27ZF', 416), ('c', 'A31CNXHGR49DJR', 192), ('c', 'A399GYOD60WD7M', 371), ('c', 'A3O9WZNVQSQC1S', 54)]
c	['d', 'd', 'c', 'c', 'e']	44	what kind of society did mark see these classes in ?	modern capitalist society	mark saw these classes in capitalist	[('d', 'A3T9WZOUQGE2UW', 91), ('d', 'A2P887RDKZ27ZF', 220), ('c', 'A1OKMU27HBN9T3', 169), ('c', 'A3O9WZNVQSQC1S', 50), ('e', 'A399GYOD60WD7M', 277)]
