avg score	scores	id	question	answer	response
e	['e', 'e', 'e', 'e', 'e']	44	what kind of society did mark see these classes in ?	modern capitalist society	mark saw these classes in modern capitalist society	[('e', 'A2P887RDKZ27ZF', 1357), ('e', 'A399GYOD60WD7M', 119), ('e', 'A3T9WZOUQGE2UW', 65), ('e', 'A1OKMU27HBN9T3', 361), ('e', 'A3O9WZNVQSQC1S', 40)]
e	['e', 'd', 'e', 'd', 'e']	46	who loves singing ?	jenny .	jenny. loves singing	[('e', 'A3T9WZOUQGE2UW', 197), ('d', 'A1OKMU27HBN9T3', 119), ('e', 'A31CNXHGR49DJR', 106), ('d', 'A2P887RDKZ27ZF', 1687), ('e', 'A3O9WZNVQSQC1S', 41)]
e	['e', 'e', 'e', 'e']	47	what were they ?	puppies and kitties	they were puppies and kitties	[('e', 'A3O9WZNVQSQC1S', 54), ('e', 'A3T9WZOUQGE2UW', 128), ('e', 'A1OKMU27HBN9T3', 156), ('e', 'A2P887RDKZ27ZF', 1578)]
e	['e', 'e', 'e', 'd', 'e']	48	how long are area codes ?	from two to 5 digits	they are from two to 5 digits	[('e', 'A2P887RDKZ27ZF', 1357), ('e', 'A399GYOD60WD7M', 119), ('e', 'A3T9WZOUQGE2UW', 65), ('d', 'A1OKMU27HBN9T3', 361), ('e', 'A3O9WZNVQSQC1S', 40)]
e	['e', 'e', 'e', 'e', 'e']	51	who reported this story ?	cnn	cnn reported this story	[('e', 'A31CNXHGR49DJR', 146), ('e', 'A2P887RDKZ27ZF', 1004), ('e', 'A3T9WZOUQGE2UW', 173), ('e', 'A31ZLT6OHU6CRY', 738), ('e', 'A3O9WZNVQSQC1S', 65)]
e	['e', 'e', 'e', 'e', 'e']	52	who created the immunity plan ?	the gulf cooperation council	the gulf cooperation council created the immunity plan	[('e', 'A2P887RDKZ27ZF', 710), ('e', 'A1OKMU27HBN9T3', 128), ('e', 'A34DYM8J0X5VK', 97), ('e', 'A3T9WZOUQGE2UW', 292), ('e', 'A3O9WZNVQSQC1S', 41)]
e	['e', 'e', 'e', 'e', 'e']	53	what are police looking for ?	other suspects	they are looking for other suspects	[('e', 'A2P887RDKZ27ZF', 1357), ('e', 'A399GYOD60WD7M', 119), ('e', 'A3T9WZOUQGE2UW', 65), ('e', 'A1OKMU27HBN9T3', 361), ('e', 'A3O9WZNVQSQC1S', 40)]
e	['e', 'e', 'e', 'e', 'e']	55	where will they visit next time ?	the beach	they will visit the beach next time	[('e', 'A34DYM8J0X5VK', 100), ('e', 'A2P887RDKZ27ZF', 784), ('e', 'A3T9WZOUQGE2UW', 264), ('e', 'A3O9WZNVQSQC1S', 45), ('e', 'A31CNXHGR49DJR', 84)]
e	['e', 'e', 'e', 'e', 'e']	56	what had he been drinking ?	coors beer	he had been drinking coors beer	[('e', 'A34DYM8J0X5VK', 100), ('e', 'A2P887RDKZ27ZF', 784), ('e', 'A3T9WZOUQGE2UW', 264), ('e', 'A3O9WZNVQSQC1S', 45), ('e', 'A31CNXHGR49DJR', 84)]
e	['e', 'e', 'e', 'e', 'e']	57	who helped coach him throughout his career ?	donald rumsfeld	donald rumsfeld helped coach him	[('e', 'A3T9WZOUQGE2UW', 190), ('e', 'A31CNXHGR49DJR', 119), ('e', 'A31ZLT6OHU6CRY', 832), ('e', 'A2P887RDKZ27ZF', 953), ('e', 'A3O9WZNVQSQC1S', 48)]
e	['e', 'e', 'e', 'e', 'e']	58	how many miles is it west-south-west of london ?	190	it is 190 miles	[('e', 'A2P887RDKZ27ZF', 710), ('e', 'A1OKMU27HBN9T3', 128), ('e', 'A34DYM8J0X5VK', 97), ('e', 'A3T9WZOUQGE2UW', 292), ('e', 'A3O9WZNVQSQC1S', 41)]
e	['e', 'e', 'e', 'e', 'e']	59	who did he pass the bell to ?	alice	he passed the bell to alice	[('e', 'A31CNXHGR49DJR', 73), ('e', 'A2P887RDKZ27ZF', 640), ('e', 'A3O9WZNVQSQC1S', 42), ('e', 'A31ZLT6OHU6CRY', 342), ('e', 'A10I4OKFE6CQZ2', 226)]
e	['e', 'd', 'e', 'e', 'e']	60	what 'd they use ?	a melon	they use a melon	[('e', 'A2P887RDKZ27ZF', 710), ('d', 'A1OKMU27HBN9T3', 128), ('e', 'A34DYM8J0X5VK', 97), ('e', 'A3T9WZOUQGE2UW', 292), ('e', 'A3O9WZNVQSQC1S', 41)]
e	['e', 'e', 'e', 'e', 'e']	62	how far from outen was he ?	about 280 miles away	he was about 280 miles away	[('e', 'A2P887RDKZ27ZF', 710), ('e', 'A1OKMU27HBN9T3', 128), ('e', 'A34DYM8J0X5VK', 97), ('e', 'A3T9WZOUQGE2UW', 292), ('e', 'A3O9WZNVQSQC1S', 41)]
e	['e', 'e', 'e', 'e', 'e']	63	when did it have a name change ?	1989	it had a name change in 1989	[('e', 'A3T9WZOUQGE2UW', 135), ('e', 'A31ZLT6OHU6CRY', 272), ('e', 'A3O9WZNVQSQC1S', 52), ('e', 'A31CNXHGR49DJR', 92), ('e', 'A2P887RDKZ27ZF', 1932)]
e	['d', 'e', 'e', 'd', 'e']	64	what kingdom was this area in ?	the kingdom of elmet	it in was the kingdom of elmet	[('d', 'A3T9WZOUQGE2UW', 67), ('e', 'A399GYOD60WD7M', 236), ('e', 'A3O9WZNVQSQC1S', 44), ('d', 'A31CNXHGR49DJR', 188), ('e', 'A2P887RDKZ27ZF', 1275)]
e	['e', 'e', 'e', 'e', 'e']	65	how was it originally spelled ?	dacca	it was originally spelled dacca	[('e', 'A399GYOD60WD7M', 309), ('e', 'A3T9WZOUQGE2UW', 133), ('e', 'A2P887RDKZ27ZF', 1394), ('e', 'A34DYM8J0X5VK', 98), ('e', 'A3O9WZNVQSQC1S', 42)]
e	['e', 'e', 'e', 'e', 'd']	67	who felt there was a silence before the storm ?	even saton	even saton felt there was a silence	[('e', 'A3O9WZNVQSQC1S', 52), ('e', 'A399GYOD60WD7M', 370), ('e', 'A34DYM8J0X5VK', 166), ('e', 'A3T9WZOUQGE2UW', 101), ('d', 'A2P887RDKZ27ZF', 569)]
e	['e', 'e', 'd', 'e']	69	who was at the wattchtower ?	the duke and alberic	the duke and alberic was at the wattchtower	[('e', 'A3O9WZNVQSQC1S', 54), ('e', 'A3T9WZOUQGE2UW', 128), ('d', 'A1OKMU27HBN9T3', 156), ('e', 'A2P887RDKZ27ZF', 1578)]
e	['e', 'e', 'e', 'e', 'e']	70	who is the author ?	james	it is james	[('e', 'A3T9WZOUQGE2UW', 91), ('e', 'A2P887RDKZ27ZF', 220), ('e', 'A1OKMU27HBN9T3', 169), ('e', 'A3O9WZNVQSQC1S', 50), ('e', 'A399GYOD60WD7M', 277)]
e	['e', 'e', 'e', 'd', 'e']	72	where had he missed seeing smith ?	at the news	he had missed seeing smith at the news	[('e', 'A3T9WZOUQGE2UW', 197), ('e', 'A1OKMU27HBN9T3', 119), ('e', 'A31CNXHGR49DJR', 106), ('d', 'A2P887RDKZ27ZF', 1687), ('e', 'A3O9WZNVQSQC1S', 41)]
e	['d', 'e', 'e', 'd', 'e']	73	what would be another example ?	cotton	cotton, would be another example	[('d', 'A2P887RDKZ27ZF', 1991), ('e', 'A399GYOD60WD7M', 672), ('e', 'A31CNXHGR49DJR', 86), ('d', 'A3O9WZNVQSQC1S', 45), ('e', 'A3T9WZOUQGE2UW', 192)]
e	['e', 'e', 'e', 'e', 'e']	75	how much of it is service ?	82.8 %	it is 82.8 %	[('e', 'A3T9WZOUQGE2UW', 67), ('e', 'A399GYOD60WD7M', 236), ('e', 'A3O9WZNVQSQC1S', 44), ('e', 'A31CNXHGR49DJR', 188), ('e', 'A2P887RDKZ27ZF', 1275)]
e	['e', 'e', 'e', 'e', 'e']	77	who is right ?	jim	jim is right	[('e', 'A31CNXHGR49DJR', 55), ('e', 'A3O9WZNVQSQC1S', 40), ('e', 'A2P887RDKZ27ZF', 873), ('e', 'A10I4OKFE6CQZ2', 139), ('e', 'A1OKMU27HBN9T3', 171)]
e	['e', 'e', 'e', 'e', 'e']	78	what was made to honor the occasion ?	the hanoi ceramic mosaic mural	the hanoi ceramic mosaic mural was made to honor the occasion	[('e', 'A31CNXHGR49DJR', 207), ('e', 'A3IX3XVGPJH2I7', 1635), ('e', 'A3T9WZOUQGE2UW', 151), ('e', 'A2P887RDKZ27ZF', 1825), ('e', 'A3O9WZNVQSQC1S', 44)]
e	['e', 'e', 'e', 'e', 'e']	79	what is that ?	a mayan temple	that is a mayan temple	[('e', 'A3T9WZOUQGE2UW', 135), ('e', 'A31ZLT6OHU6CRY', 272), ('e', 'A3O9WZNVQSQC1S', 52), ('e', 'A31CNXHGR49DJR', 92), ('e', 'A2P887RDKZ27ZF', 1932)]
e	['e', 'e', 'e', 'e', 'e']	80	what was the sun doing ?	rising	it was rising	[('e', 'A34DYM8J0X5VK', 114), ('e', 'A2P887RDKZ27ZF', 2055), ('e', 'A3O9WZNVQSQC1S', 45), ('e', 'A3T9WZOUQGE2UW', 82), ('e', 'A31CNXHGR49DJR', 168)]
e	['e', 'e', 'e', 'e', 'e']	82	who spoke first to the messenger ?	dick	dick spoke first	[('e', 'A3T9WZOUQGE2UW', 190), ('e', 'A31CNXHGR49DJR', 119), ('e', 'A31ZLT6OHU6CRY', 832), ('e', 'A2P887RDKZ27ZF', 953), ('e', 'A3O9WZNVQSQC1S', 48)]
e	['e', 'e', 'e', 'e', 'e']	83	how many prisoners did jordan kill ?	two prisoners	jordan killed two prisoners	[('e', 'A2P887RDKZ27ZF', 1357), ('e', 'A399GYOD60WD7M', 119), ('e', 'A3T9WZOUQGE2UW', 65), ('e', 'A1OKMU27HBN9T3', 361), ('e', 'A3O9WZNVQSQC1S', 40)]
e	['e', 'e', 'e', 'e', 'e']	84	who were they searching for ?	nell	they were searching for nell	[('e', 'A3O9WZNVQSQC1S', 40), ('e', 'A3T9WZOUQGE2UW', 148), ('e', 'A31CNXHGR49DJR', 311), ('e', 'A31ZLT6OHU6CRY', 474), ('e', 'A2P887RDKZ27ZF', 493)]
e	['d', 'e', 'd', 'c', 'e']	86	how long ago was it inhabited ?	2000 years	it was inhabited 2000 years	[('d', 'A31CNXHGR49DJR', 55), ('e', 'A3O9WZNVQSQC1S', 40), ('d', 'A2P887RDKZ27ZF', 873), ('c', 'A10I4OKFE6CQZ2', 139), ('e', 'A1OKMU27HBN9T3', 171)]
e	['e', 'e', 'e', 'e', 'd']	87	when did he visit her grave ?	friday	he visited her grave friday	[('e', 'A3O9WZNVQSQC1S', 40), ('e', 'A3T9WZOUQGE2UW', 148), ('e', 'A31CNXHGR49DJR', 311), ('e', 'A31ZLT6OHU6CRY', 474), ('d', 'A2P887RDKZ27ZF', 493)]
e	['e', 'e', 'e', 'e', 'e']	88	where did it hide ?	in the bathroom	it hid in the bathroom	[('e', 'A2P887RDKZ27ZF', 1357), ('e', 'A399GYOD60WD7M', 119), ('e', 'A3T9WZOUQGE2UW', 65), ('e', 'A1OKMU27HBN9T3', 361), ('e', 'A3O9WZNVQSQC1S', 40)]
e	['e', 'e', 'e', 'e', 'e']	89	who is the president of the ncaa ?	mark emmert	it is mark emmert	[('e', 'A31ZLT6OHU6CRY', 762), ('e', 'A3T9WZOUQGE2UW', 112), ('e', 'A2P887RDKZ27ZF', 1188), ('e', 'A3O9WZNVQSQC1S', 47), ('e', 'A31CNXHGR49DJR', 91)]
e	['e', 'e', 'e', 'e', 'e']	90	what was she doing when they got there ?	cooking	she was cooking	[('e', 'A3T9WZOUQGE2UW', 197), ('e', 'A1OKMU27HBN9T3', 119), ('e', 'A31CNXHGR49DJR', 106), ('e', 'A2P887RDKZ27ZF', 1687), ('e', 'A3O9WZNVQSQC1S', 41)]
e	['e', 'e', 'e', 'e', 'e']	91	what held her attention on the meal ?	the toughness of the beefsteaks	the toughness of the beefsteaks held her attention	[('e', 'A2P887RDKZ27ZF', 1991), ('e', 'A399GYOD60WD7M', 672), ('e', 'A31CNXHGR49DJR', 86), ('e', 'A3O9WZNVQSQC1S', 45), ('e', 'A3T9WZOUQGE2UW', 192)]
e	['e', 'e', 'e', 'e', 'e']	92	when did he record the message ?	shortly before he was killed	he recorded the message shortly before he was killed	[('e', 'A2P887RDKZ27ZF', 1991), ('e', 'A399GYOD60WD7M', 672), ('e', 'A31CNXHGR49DJR', 86), ('e', 'A3O9WZNVQSQC1S', 45), ('e', 'A3T9WZOUQGE2UW', 192)]
e	['e', 'e', 'e', 'd', 'e']	93	how did he plead ?	guilty	he pleaded guilty	[('e', 'A2P887RDKZ27ZF', 1357), ('e', 'A399GYOD60WD7M', 119), ('e', 'A3T9WZOUQGE2UW', 65), ('d', 'A1OKMU27HBN9T3', 361), ('e', 'A3O9WZNVQSQC1S', 40)]
e	['e', 'e', 'e', 'e', 'e']	94	what continent is buenos aires found on ?	south america	it is found on south america	[('e', 'A34DYM8J0X5VK', 114), ('e', 'A2P887RDKZ27ZF', 2055), ('e', 'A3O9WZNVQSQC1S', 45), ('e', 'A3T9WZOUQGE2UW', 82), ('e', 'A31CNXHGR49DJR', 168)]
e	['e', 'e', 'd', 'e', 'e']	95	what is another part he supplies ?	break-pads	it is break-pads	[('e', 'A31CNXHGR49DJR', 207), ('e', 'A3IX3XVGPJH2I7', 1635), ('d', 'A3T9WZOUQGE2UW', 151), ('e', 'A2P887RDKZ27ZF', 1825), ('e', 'A3O9WZNVQSQC1S', 44)]
e	['e', 'e', 'e', 'e', 'e']	96	how many times was he observed ?	several times	he was observed several times	[('e', 'A31ZLT6OHU6CRY', 762), ('e', 'A3T9WZOUQGE2UW', 112), ('e', 'A2P887RDKZ27ZF', 1188), ('e', 'A3O9WZNVQSQC1S', 47), ('e', 'A31CNXHGR49DJR', 91)]
e	['e', 'e', 'e', 'e', 'e']	97	what award was it ?	nobel prize in medicine	it was the nobel prize in medicine	[('e', 'A2P887RDKZ27ZF', 1357), ('e', 'A399GYOD60WD7M', 119), ('e', 'A3T9WZOUQGE2UW', 65), ('e', 'A1OKMU27HBN9T3', 361), ('e', 'A3O9WZNVQSQC1S', 40)]
e	['e', 'e', 'b', 'e', 'b']	99	why only four days ?	a farmer died	a farmer died	[('e', 'A2P887RDKZ27ZF', 1750), ('e', 'A3O9WZNVQSQC1S', 51), ('b', 'A3T9WZOUQGE2UW', 279), ('e', 'A31ZLT6OHU6CRY', 387), ('b', 'A31CNXHGR49DJR', 530)]
e	['e', 'e', 'e', 'e', 'e']	100	what did scheibler invent ?	the tonometer	scheibler invented the tonometer	[('e', 'A3T9WZOUQGE2UW', 197), ('e', 'A1OKMU27HBN9T3', 119), ('e', 'A31CNXHGR49DJR', 106), ('e', 'A2P887RDKZ27ZF', 1687), ('e', 'A3O9WZNVQSQC1S', 41)]
d	['d', 'd', 'b', 'd', 'b']	4	what time ?	3pm	3pm time	[('d', 'A3O9WZNVQSQC1S', 131), ('d', 'A1BFLMCFOAYEVI', 234), ('b', 'A34DYM8J0X5VK', 88), ('d', 'A31CNXHGR49DJR', 696), ('b', 'A2P887RDKZ27ZF', 1526)]
d	['d', 'd', 'd', 'd', 'd']	21	meyer grew up where ?	universal parks & resorts .	universal parks & resorts. grew up	[('d', 'A34DYM8J0X5VK', 100), ('d', 'A2P887RDKZ27ZF', 784), ('d', 'A3T9WZOUQGE2UW', 264), ('d', 'A3O9WZNVQSQC1S', 45), ('d', 'A31CNXHGR49DJR', 84)]
d	['e', 'd', 'd', 'e', 'd']	22	why did dick want to lower it ?	he is not so tall	dick wanted to lower it by he is not so tall	[('e', 'A2P887RDKZ27ZF', 1750), ('d', 'A3O9WZNVQSQC1S', 51), ('d', 'A3T9WZOUQGE2UW', 279), ('e', 'A31ZLT6OHU6CRY', 387), ('d', 'A31CNXHGR49DJR', 530)]
d	['d', 'd', 'd', 'e', 'e']	23	where did the tribes branch out to in the migration period ?	southward .	they branched out to southward.	[('d', 'A3O9WZNVQSQC1S', 40), ('d', 'A3T9WZOUQGE2UW', 148), ('d', 'A31CNXHGR49DJR', 311), ('e', 'A31ZLT6OHU6CRY', 474), ('e', 'A2P887RDKZ27ZF', 493)]
d	['d', 'd', 'd', 'd', 'd']	29	what 'd they do so they were allowed to go ?	their chores	they do so they were allowed to go their chores	[('d', 'A3T9WZOUQGE2UW', 102), ('d', 'A2P887RDKZ27ZF', 416), ('d', 'A31CNXHGR49DJR', 192), ('d', 'A399GYOD60WD7M', 371), ('d', 'A3O9WZNVQSQC1S', 54)]
