which type of bird nests are no more than a scrape on the ground ?	albatross	no more than a scrape on the ground are on albatross type	R_2 R_2SQ_children R_no_final_verb R_pp_in_clause R_pp_in_np_in_wh R_np_in_wh R_missing_prep R_np_in_wh_added R_pp_in_vp_not_removed R_pp_in_clause_not_removed R_clause_not_empty R_clause_is_verb_final_verb_answer R_custom_prep_added	[]	[]	15	1	12	0	0	0	0	0	0	1	0	0	1	-2.553785196940104	-2.2548800150553387	-3.158593495686849	-2.92015012105306	247.8412678760117	130.00199413453072	823.426359013546	496.04741258138904	0	0	2	0	0	3	0	1	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	3	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.6666666666666666	0.8333333333333334	0.7407407407407408	0
which type of bird nests are no more than a scrape on the ground ?	albatross	from an albatross type are no more than a scrape on the ground	R_2 R_2SQ_children R_no_final_verb R_pp_in_clause R_pp_in_np_in_wh R_np_in_wh R_missing_prep R_np_in_wh_added R_pp_in_vp_not_removed R_pp_in_clause_not_removed R_clause_not_empty R_answer_is_verb_clause_final_verb R_custom_prep_added R_custom_det_added	[]	[]	15	1	13	0	0	0	0	0	0	1	0	0	1	-2.553785196940104	-2.2548800150553387	-2.8396368760329027	-2.724930689885066	247.8412678760117	130.00199413453072	433.31694301311404	339.0726679408589	0	0	2	0	0	3	0	1	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	0	0	3	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.6666666666666666	0.7692307692307693	0.7142857142857142	0
which type of bird nests are no more than a scrape on the ground ?	albatross	she are to albatross type	R_2 R_2SQ_children R_no_final_verb R_pp_in_clause R_pp_in_np_in_wh R_np_in_wh R_missing_prep R_np_in_wh_added R_pp_in_vp_not_removed R_np_replaced_with_pronoun R_clause_is_verb_final_verb_answer R_custom_prep_added	[]	[]	15	1	5	0	0	0	0	0	0	1	0	0	1	-2.553785196940104	-2.2548800150553387	-5.050869750976562	-5.011520004272461	247.8412678760117	130.00199413453072	16182.96615373481	15006.059710898759	0	0	2	0	0	3	0	1	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0.13333333333333333	0.4	0.2	0
which type of bird nests are no more than a scrape on the ground ?	albatross	for an albatross type of bird nests are no more	R_2 R_2SQ_children R_no_final_verb R_pp_in_clause R_pp_in_np_in_wh R_np_in_wh R_missing_prep R_np_in_wh_added R_pp_in_vp_not_removed R_pp_in_clause_removed R_clause_not_empty R_answer_is_verb_clause_final_verb R_custom_prep_added R_custom_det_added	[]	[]	15	1	10	0	0	0	0	0	0	1	0	0	1	-2.553785196940104	-2.2548800150553387	-3.0105215072631837	-3.1395301818847656	247.8412678760117	130.00199413453072	545.5539868200475	714.6910560170261	0	0	2	0	0	3	0	1	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.4666666666666667	0.7	0.56	0
which type of bird nests are no more than a scrape on the ground ?	albatross	it are by the albatross type of bird nests	R_2 R_2SQ_children R_no_final_verb R_pp_in_clause R_pp_in_np_in_wh R_np_in_wh R_missing_prep R_np_in_wh_added R_pp_in_vp_not_removed R_np_replaced_with_pronoun R_clause_is_verb_final_verb_answer R_custom_prep_added R_custom_det_added	[]	[]	15	1	9	0	0	0	0	0	0	1	0	0	1	-2.553785196940104	-2.2548800150553387	-3.516210767957899	-3.6735216776529946	247.8412678760117	130.00199413453072	1460.7964042040303	2023.8089393126781	0	0	2	0	0	3	0	1	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.4	0.6666666666666666	0.5	0
which type of bird nests are no more than a scrape on the ground ?	albatross	it are with albatross type of bird nests	R_2 R_2SQ_children R_no_final_verb R_pp_in_clause R_pp_in_np_in_wh R_np_in_wh R_missing_prep R_np_in_wh_added R_pp_in_vp_not_removed R_np_replaced_with_pronoun R_clause_is_verb_final_verb_answer R_custom_prep_added	[]	[]	15	1	8	0	0	0	0	0	0	1	0	0	1	-2.553785196940104	-2.2548800150553387	-3.9854769706726074	-4.075812339782715	247.8412678760117	130.00199413453072	3488.55999446786	4197.051536397016	0	0	2	0	0	3	0	1	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.3333333333333333	0.625	0.43478260869565216	0
which type of bird nests are no more than a scrape on the ground ?	albatross	at the albatross type of bird nests are he	R_2 R_2SQ_children R_no_final_verb R_pp_in_clause R_pp_in_np_in_wh R_np_in_wh R_missing_prep R_np_in_wh_added R_pp_in_vp_not_removed R_np_replaced_with_pronoun R_answer_is_verb_clause_final_verb R_custom_prep_added R_custom_det_added	[]	[]	15	1	9	0	0	0	0	0	0	1	0	0	1	-2.553785196940104	-2.2548800150553387	-3.5784742567274304	-3.493477715386285	247.8412678760117	130.00199413453072	1661.9839715295454	1393.5737072547804	0	0	2	0	0	3	0	1	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.4	0.6666666666666666	0.5	0
which type of bird nests are no more than a scrape on the ground ?	albatross	she are for the albatross type of bird nests	R_2 R_2SQ_children R_no_final_verb R_pp_in_clause R_pp_in_np_in_wh R_np_in_wh R_missing_prep R_np_in_wh_added R_pp_in_vp_not_removed R_np_replaced_with_pronoun R_clause_is_verb_final_verb_answer R_custom_prep_added R_custom_det_added	[]	[]	15	1	9	0	0	0	0	0	0	1	0	0	1	-2.553785196940104	-2.2548800150553387	-3.6613371107313366	-3.6707996792263455	247.8412678760117	130.00199413453072	1973.346726838759	2012.4250345351838	0	0	2	0	0	3	0	1	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.4	0.6666666666666666	0.5	0
which type of bird nests are no more than a scrape on the ground ?	albatross	she are albatross type of bird nests	R_2 R_2SQ_children R_no_final_verb R_pp_in_clause R_pp_in_np_in_wh R_np_in_wh R_missing_prep R_np_in_wh_added R_pp_in_vp_not_removed R_np_replaced_with_pronoun R_clause_is_verb_final_verb_answer R_no_prep_added	[]	[]	15	1	7	0	0	0	0	0	0	1	0	0	1	-2.553785196940104	-2.2548800150553387	-4.39880234854562	-4.2355997903006415	247.8412678760117	130.00199413453072	7062.395828788052	5083.34770158921	0	0	2	0	0	3	0	1	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.3333333333333333	0.7142857142857143	0.4545454545454545	0
when did humans inhabit north and south america &apos;s continents ?	last	humans inhabited north and south america &apos;s continents last	R_1 R_did R_missing_prep R_no_sub R_ans_after_vp R_pp_in_vp_not_removed R_pp_in_np_not_removed R_no_prep_added	['A1N2O9SRQSVL03', 'ASI6KXF2GAUTQ', 'A1GKD3NG1NNHRP', 'A3GWRDHAURRNK6']	[0.9, 0.6874125874125874, 0.57, 0.7306122448979592]	11	1	9	0	0	0	0	1	0	0	0	0	1	-3.374318556352095	-3.0434275540438565	-3.938515133327908	-3.5864109463161893	1239.154171754739	616.3233067197193	3504.8030652271486	1689.5453433252346	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.6363636363636364	0.7777777777777778	0.7000000000000001	4
when did humans inhabit north and south america &apos;s continents ?	last	of last , humans inhabited north and south america &apos;s continents	R_1 R_did R_missing_prep R_no_sub R_ans_first R_pp_in_vp_not_removed R_pp_in_np_not_removed R_custom_prep_added	[]	[]	11	1	11	0	0	0	0	1	0	0	0	0	1	-3.374318556352095	-3.0434275540438565	-3.655540119517933	-3.4576547796075996	1239.154171754739	616.3233067197193	2243.426141734771	1477.4639104497603	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.6363636363636364	0.6363636363636364	0.6363636363636364	0
when did humans inhabit north and south america &apos;s continents ?	last	to a last , it inhabited north and south america &apos;s continents	R_1 R_did R_missing_prep R_no_sub R_ans_first R_pp_in_vp_not_removed R_np_replaced_with_pronoun R_custom_prep_added R_custom_det_added	[]	[]	11	1	12	0	0	0	0	1	0	0	0	0	1	-3.374318556352095	-3.0434275540438565	-3.4106601079305015	-3.1485169728597007	1239.154171754739	616.3233067197193	1407.0244299526298	805.9783194098964	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0.5454545454545454	0.5	0.5217391304347826	0
when did humans inhabit north and south america &apos;s continents ?	last	in the last , they inhabited north and south america &apos;s continents	R_1 R_did R_missing_prep R_no_sub R_ans_first R_pp_in_vp_not_removed R_np_replaced_with_pronoun R_custom_prep_added R_custom_det_added	[]	[]	11	1	12	0	0	0	0	1	0	0	0	0	1	-3.374318556352095	-3.0434275540438565	-3.0706253051757812	-2.7522834142049155	1239.154171754739	616.3233067197193	683.0041753491822	347.19167687968934	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5454545454545454	0.5	0.5217391304347826	0
when did humans inhabit north and south america &apos;s continents ?	last	as last , she inhabited north and south america &apos;s continents	R_1 R_did R_missing_prep R_no_sub R_ans_first R_pp_in_vp_not_removed R_np_replaced_with_pronoun R_custom_prep_added	[]	[]	11	1	11	0	0	0	0	1	0	0	0	0	1	-3.374318556352095	-3.0434275540438565	-3.468430605801669	-3.173872860995206	1239.154171754739	616.3233067197193	1511.4532611625382	811.6774039014479	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5454545454545454	0.5454545454545454	0.5454545454545454	0
when did humans inhabit north and south america &apos;s continents ?	last	he inhabited north and south america &apos;s continents as last	R_1 R_did R_missing_prep R_no_sub R_ans_after_vp R_pp_in_vp_not_removed R_np_replaced_with_pronoun R_custom_prep_added	[]	[]	11	1	10	0	0	0	0	1	0	0	0	0	1	-3.374318556352095	-3.0434275540438565	-3.3827564239501955	-3.174839973449707	1239.154171754739	616.3233067197193	1189.140341258174	769.5168920395962	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5454545454545454	0.6	0.5714285714285713	0
when did humans inhabit north and south america &apos;s continents ?	last	humans inhabited on a last north and south america &apos;s continents	R_1 R_did R_missing_prep R_no_sub R_ans_after_verb R_pp_in_vp_not_removed R_pp_in_np_not_removed R_custom_prep_added R_custom_det_added	[]	[]	11	1	11	0	0	0	0	1	0	0	0	0	1	-3.374318556352095	-3.0434275540438565	-3.8078190196644175	-3.6176001808860083	1239.154171754739	616.3233067197193	3093.860786768109	2070.7777938598183	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.6363636363636364	0.6363636363636364	0.6363636363636364	0
when did humans inhabit north and south america &apos;s continents ?	last	it inhabited with a last north and south america &apos;s continents	R_1 R_did R_missing_prep R_no_sub R_ans_after_verb R_pp_in_vp_not_removed R_np_replaced_with_pronoun R_custom_prep_added R_custom_det_added	[]	[]	11	1	11	0	0	0	0	1	0	0	0	0	1	-3.374318556352095	-3.0434275540438565	-3.4435861760919746	-3.3467545942826704	1239.154171754739	616.3233067197193	1434.2361390953165	1169.1180835445878	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5454545454545454	0.5454545454545454	0.5454545454545454	0
when did humans inhabit north and south america &apos;s continents ?	last	she inhabited about the last north and south america &apos;s continents	R_1 R_did R_missing_prep R_no_sub R_ans_after_verb R_pp_in_vp_not_removed R_np_replaced_with_pronoun R_custom_prep_added R_custom_det_added	[]	[]	11	1	11	0	0	0	0	1	0	0	0	0	1	-3.374318556352095	-3.0434275540438565	-3.3094960992986504	-3.2022181424227627	1239.154171754739	616.3233067197193	1080.6990201232452	861.7209083188777	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5454545454545454	0.5454545454545454	0.5454545454545454	0
when did leochares make the apollo belvedere ?	350 and 325 bce	leochares made the apollo belvedere between 350 and 325 bce	R_1 R_did R_missing_prep R_no_sub R_ans_after_vp R_pp_in_vp_not_removed R_pp_in_np_not_removed R_prep_already_present_in_ans R_shifting_ans_start_bracket	['A1N2O9SRQSVL03', 'ASI6KXF2GAUTQ', 'A1GKD3NG1NNHRP']	[0.9, 0.6874125874125874, 0.57]	8	4	10	0	0	0	0	1	0	0	0	0	0	-3.025275230407715	-3.035525321960449	-2.5970813751220705	-2.2466001510620117	488.8026347048704	499.165694630557	229.60591306066348	110.2462367299822	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	2	1	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5	0.4	0.4444444444444445	3
what happened with the devensian glaciation ended ?	the english channel flooded	the english channel flooded happened	R_3 R_pp_in_clause R_pp_in_clause_removed R_answer_clause_pp R_no_prep_added R_det_already_present	['A1GKD3NG1NNHRP', 'A3GWRDHAURRNK6']	[0.57, 0.7306122448979592]	8	4	5	1	0	0	0	0	0	0	0	0	0	-2.2751617431640625	-2.343675136566162	-4.488801574707031	-4.096980285644531	105.28487695729312	121.13420351227576	5503.867611095156	2595.07693704223	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.25	0.4	0.3076923076923077	2
what effect did the 1936 soviet constitution have on the size of the russia ?	reduced	on a reduced , he had	R_1 R_did R_np_in_wh R_pp_in_vp R_missing_prep R_no_sub R_ans_first R_pp_in_vp_removed R_np_replaced_with_pronoun R_custom_prep_added R_custom_det_added	[]	[]	15	1	6	1	0	0	0	0	0	0	0	0	0	-2.7207300821940104	-2.572973378499349	-3.2182741165161133	-3.3513333002726235	355.37301924005027	258.3226827776691	573.483162218814	745.7124608923094	0	1	3	0	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.06666666666666667	0.16666666666666666	0.09523809523809522	0
what effect did the 1936 soviet constitution have on the size of the russia ?	reduced	because the reduced , they had on the size	R_1 R_did R_np_in_wh R_pp_in_vp R_missing_prep R_no_sub R_ans_first R_pp_in_vp_removed R_np_replaced_with_pronoun R_custom_prep_added R_custom_det_added	[]	[]	15	1	9	1	0	0	0	0	0	0	0	0	0	-2.7207300821940104	-2.572973378499349	-2.954525841606988	-3.113611009385851	355.37301924005027	258.3226827776691	456.11384743233265	634.2345673346512	0	1	3	0	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.26666666666666666	0.4444444444444444	0.33333333333333337	0
what effect did the 1936 soviet constitution have on the size of the russia ?	reduced	with reduced , he had on the size	R_1 R_did R_np_in_wh R_pp_in_vp R_missing_prep R_no_sub R_ans_first R_pp_in_vp_removed R_np_replaced_with_pronoun R_custom_prep_added	[]	[]	15	1	8	1	0	0	0	0	0	0	0	0	0	-2.7207300821940104	-2.572973378499349	-3.0652153491973877	-3.22552490234375	355.37301924005027	258.3226827776691	530.4395109193964	736.4330089298159	0	1	3	0	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.2	0.375	0.26086956521739135	0
